Target,Model,Percentile,Factor_Type,EF_lit,NEF_lit,EF_calc,NEF_calc,n,N,Ns,ns,PM,ROCE,CCR,REF,MCC,CKC,AUC_ROC,BEDROC
ace,Scardino et al.(proprietary)*,1.0,NEF,,23.0,37.791,23.026,282,17182,172,65,0.973,36.406,0.612,37.791,0.286,0.277,,
fa7,Scardino et al.(proprietary)*,1.0,NEF,,34.3,60.938,34.018,114,6364,64,39,0.988,85.526,0.669,60.938,0.449,0.431,,
kpcb,Scardino et al.(proprietary)*,1.0,NEF,,54.0,82.022,53.679,135,8835,89,73,0.997,294.028,0.769,82.022,0.662,0.648,,
igf1r,Scardino et al.(proprietary)*,1.0,NEF,,39.0,61.053,38.975,148,9448,95,58,0.99,98.503,0.694,61.053,0.483,0.471,,
hxk4,Scardino et al.(proprietary)*,1.0,NEF,,15.0,29.167,15.192,92,4792,48,14,0.955,21.036,0.572,29.167,0.2,0.189,,
prgr,Scardino et al.(proprietary)*,1.0,NEF,,17.0,31.25,17.004,293,15943,160,50,0.96,24.279,0.582,31.25,0.22,0.211,,
nram,Scardino et al.(proprietary)*,1.0,NEF,,14.0,22.222,14.281,98,6298,63,14,0.948,18.076,0.567,22.222,0.168,0.164,,
kith,Scardino et al.(proprietary)*,1.0,NEF,,20.0,40.0,20.4,57,2907,30,12,0.971,33.333,0.602,40.0,0.28,0.266,,
ital,Scardino et al.(proprietary)*,1.0,NEF,,11.6,18.391,11.512,138,8638,87,16,0.933,13.88,0.554,18.391,0.135,0.131,,
urok,Scardino et al.(proprietary)*,1.0,NEF,,57.0,92.079,56.907,162,10012,101,93,0.999,706.829,0.787,92.079,0.724,0.704,,
andr,Scardino et al.(proprietary)*,1.0,NEF,,14.0,25.85,14.049,269,14619,147,38,0.949,18.598,0.567,25.85,0.18,0.172,,
fabp4,Scardino et al.(free)*,1.0,NEF,,27.0,46.429,27.63,47,2797,28,13,0.981,50.709,0.636,46.429,0.35,0.338,,
hivrt,Scardino et al.(free)*,1.0,NEF,,5.0,8.808,5.011,338,19229,193,17,0.844,5.399,0.52,8.808,0.054,0.052,,
dyr,Scardino et al.(free)*,1.0,NEF,,14.5,19.429,14.661,231,17431,175,34,0.947,17.955,0.569,19.429,0.159,0.158,,
aldr,Scardino et al.(free)*,1.0,NEF,,24.0,41.304,23.793,159,9159,92,38,0.976,39.832,0.616,41.304,0.305,0.294,,
lkha4,Scardino et al.(free)*,1.0,NEF,,23.6,42.268,23.781,171,9621,97,41,0.976,40.461,0.617,42.268,0.309,0.297,,
ptn1,Scardino et al.(free)*,1.0,NEF,,30.0,52.703,29.919,130,7380,74,39,0.984,62.143,0.648,52.703,0.39,0.374,,
pyrd,Scardino et al.(free)*,1.0,NEF,,28.3,48.485,28.658,111,6561,66,32,0.982,54.69,0.642,48.485,0.366,0.353,,
reni,Scardino et al.(free)*,1.0,NEF,,12.5,18.31,12.433,104,7062,71,13,0.937,14.996,0.558,18.31,0.141,0.138,,
hdac2,Scardino et al.(free)*,1.0,NEF,,23.9,41.905,23.75,185,10485,105,44,0.976,40.16,0.616,41.905,0.307,0.294,,
hs90a,Scardino et al.(free)*,1.0,NEF,,0.0,0.0,0.0,88,4938,50,0,0.0,0.0,0.495,0.0,-0.014,-0.013,,
abl1,Scardino et al.(free)*,1.0,NEF,,13.4,22.727,13.651,182,10932,110,25,0.946,17.372,0.565,22.727,0.166,0.161,,
gria2,Scardino et al.(free)*,1.0,NEF,,24.0,31.405,23.858,158,12003,121,38,0.972,34.323,0.617,31.405,0.266,0.264,,
esr1,Scardino et al.(free)*,1.0,NEF,,20.4,36.967,20.335,383,21068,211,78,0.969,31.674,0.599,36.967,0.265,0.253,,
dhi1,Scardino et al.(free)*,1.0,NEF,,7.0,11.675,6.963,330,19680,197,23,0.886,7.751,0.53,11.675,0.078,0.076,,
pgh1,Scardino et al.(free)*,1.0,NEF,,1.9,3.636,2.05,195,10995,110,4,0.676,2.09,0.505,3.636,0.014,0.014,,
cdk2,Scardino et al.(free)*,1.0,NEF,,16.0,26.761,15.991,474,28324,284,76,0.955,21.468,0.576,26.761,0.197,0.19,,
ace,Scardino et al.(free)*,1.0,NEF,,14.0,23.256,14.17,282,17182,172,40,0.948,18.16,0.567,23.256,0.171,0.166,,
fa7,Scardino et al.(free)*,1.0,NEF,,26.6,46.875,26.168,114,6364,64,30,0.98,48.375,0.629,46.875,0.343,0.328,,
kpcb,Scardino et al.(free)*,1.0,NEF,,46.0,70.787,46.326,135,8835,89,63,0.994,156.154,0.732,70.787,0.57,0.557,,
igf1r,Scardino et al.(free)*,1.0,NEF,,30.0,47.368,30.239,148,9448,95,45,0.983,56.554,0.649,47.368,0.372,0.363,,
hxk4,Scardino et al.(free)*,1.0,NEF,,2.0,4.167,2.17,92,4792,48,2,0.69,2.221,0.506,4.167,0.016,0.016,,
prgr,Scardino et al.(free)*,1.0,NEF,,8.0,15.0,8.162,293,15943,160,24,0.904,9.426,0.537,15.0,0.099,0.094,,
nram,Scardino et al.(free)*,1.0,NEF,,2.0,3.175,2.04,98,6298,63,2,0.675,2.074,0.505,3.175,0.013,0.013,,
kith,Scardino et al.(free)*,1.0,NEF,,8.0,16.667,8.5,57,2907,30,5,0.909,10.0,0.539,16.667,0.108,0.103,,
ital,Scardino et al.(free)*,1.0,NEF,,10.6,17.241,10.792,138,8638,87,15,0.928,12.832,0.55,17.241,0.126,0.122,,
urok,Scardino et al.(free)*,1.0,NEF,,43.0,69.307,42.833,162,10012,101,70,0.993,137.296,0.714,69.307,0.542,0.526,,
andr,Scardino et al.(free)*,1.0,NEF,,7.0,12.925,7.024,269,14619,147,19,0.888,7.919,0.531,12.925,0.083,0.079,,
aa2ar,Gold,1.0,NEF,,17.01,25.545,16.976,482,32032,321,82,0.957,22.458,0.581,25.545,0.199,0.195,,0.29
abl1,Gold,1.0,NEF,,26.92,44.545,26.757,182,10932,110,49,0.979,47.446,0.632,44.545,0.338,0.327,,0.46
ace,Gold,1.0,NEF,,14.54,23.837,14.524,282,17182,172,41,0.949,18.756,0.569,23.837,0.176,0.17,,0.27
aces,Gold,1.0,NEF,,22.52,38.06,22.435,453,26703,268,102,0.973,35.606,0.609,38.06,0.284,0.274,,0.36
ada,Gold,1.0,NEF,,18.28,30.357,18.094,93,5543,56,17,0.962,25.545,0.588,30.357,0.226,0.218,,0.32
ada17,Gold,1.0,NEF,,20.49,29.863,20.451,532,36432,365,109,0.966,28.732,0.599,29.863,0.238,0.234,,0.34
adrb1,Gold,1.0,NEF,,27.53,42.236,27.525,247,16097,161,68,0.979,46.92,0.635,42.236,0.333,0.325,,0.45
adrb2,Gold,1.0,NEF,,26.41,39.869,26.288,231,15231,153,61,0.977,43.055,0.629,39.869,0.316,0.309,,0.42
akt1,Gold,1.0,NEF,,20.48,35.714,20.408,293,16743,168,60,0.969,31.191,0.599,35.714,0.261,0.251,,0.38
akt2,Gold,1.0,NEF,,41.03,69.014,41.391,117,7017,71,49,0.992,131.352,0.708,69.014,0.532,0.515,,0.63
aldr,Gold,1.0,NEF,,23.9,41.304,23.793,159,9159,92,38,0.976,39.832,0.616,41.304,0.305,0.294,,0.4
ampc,Gold,1.0,NEF,,0.0,0.0,0.0,48,2898,29,0,0.0,0.0,0.495,0.0,-0.013,-0.013,,0.04
andr,Gold,1.0,NEF,,1.12,2.041,1.109,269,14619,147,3,0.526,1.111,0.501,2.041,0.002,0.001,,0.04
aofb,Gold,1.0,NEF,,16.39,28.169,16.213,122,7022,71,20,0.957,22.179,0.578,28.169,0.204,0.197,,0.27
bace1,Gold,1.0,NEF,,25.44,39.13,25.418,283,18383,184,72,0.976,41.116,0.624,39.13,0.307,0.3,,0.41
braf,Gold,1.0,NEF,,25.0,37.255,24.76,152,10102,102,38,0.975,38.867,0.622,37.255,0.297,0.291,,0.39
cah2,Gold,1.0,NEF,,16.7,25.868,16.648,492,31664,317,82,0.957,22.108,0.58,25.868,0.198,0.193,,0.29
casp3,Gold,1.0,NEF,,25.13,45.872,25.123,199,10899,109,50,0.979,45.567,0.623,45.872,0.331,0.316,,0.49
cdk2,Gold,1.0,NEF,,15.82,26.408,15.78,474,28324,284,75,0.955,21.084,0.575,26.408,0.194,0.188,,0.29
comt,Gold,1.0,NEF,,70.73,74.359,70.568,41,3891,39,29,0.996,272.317,0.852,74.359,0.722,0.722,,0.82
cp2c9,Gold,1.0,NEF,,5.83,9.211,5.81,120,7570,76,7,0.863,6.298,0.525,9.211,0.061,0.06,,0.12
cp3a4,Gold,1.0,NEF,,12.35,17.5,12.322,170,11970,120,21,0.936,14.724,0.558,17.5,0.137,0.135,,0.22
csf1r,Gold,1.0,NEF,,19.28,25.806,19.147,166,12316,124,32,0.962,25.458,0.593,25.806,0.214,0.212,,0.34
cxcr4,Gold,1.0,NEF,,2.5,2.857,2.461,40,3446,35,1,0.715,2.504,0.508,2.857,0.016,0.016,,0.11
def,Gold,1.0,NEF,,26.47,45.763,26.031,102,5802,59,27,0.979,47.151,0.63,45.763,0.339,0.327,,0.48
dhi1,Gold,1.0,NEF,,8.79,14.721,8.779,330,19680,197,29,0.91,10.122,0.54,14.721,0.102,0.099,,0.16
dpp4,Gold,1.0,NEF,,20.08,25.783,20.067,533,41483,415,107,0.964,26.691,0.597,25.783,0.219,0.217,,0.3
drd3,Gold,1.0,NEF,,11.04,15.318,11.019,480,34530,346,53,0.928,12.832,0.551,15.318,0.12,0.118,,0.18
dyr,Gold,1.0,NEF,,48.48,64.0,48.294,231,17431,175,112,0.993,132.371,0.741,64.0,0.552,0.547,,0.66
egfr,Gold,1.0,NEF,,25.09,38.202,25.087,542,35592,356,136,0.976,39.977,0.622,38.202,0.301,0.294,,0.4
esr1,Gold,1.0,NEF,,24.61,44.55,24.506,383,21068,211,94,0.977,43.391,0.62,44.55,0.322,0.308,,0.42
esr2,Gold,1.0,NEF,,17.49,31.068,17.41,367,20566,206,64,0.961,24.806,0.584,31.068,0.222,0.213,,0.31
fa10,Gold,1.0,NEF,,34.26,63.668,34.219,537,28862,289,184,0.989,92.432,0.669,63.668,0.46,0.438,,0.72
fa7,Gold,1.0,NEF,,45.61,81.25,45.357,114,6364,64,52,0.996,237.573,0.727,81.25,0.604,0.579,,0.77
fabp4,Gold,1.0,NEF,,31.91,53.571,31.881,47,2797,28,15,0.985,67.512,0.657,53.571,0.406,0.392,,0.5
fak1,Gold,1.0,NEF,,29.0,52.727,28.736,100,5450,55,29,0.984,59.673,0.643,52.727,0.383,0.366,,0.52
fgfr1,Gold,1.0,NEF,,3.6,5.618,3.572,139,8839,89,5,0.788,3.726,0.513,5.618,0.033,0.032,,0.83
fkb1a,Gold,1.0,NEF,,25.0,46.667,24.851,111,5911,60,28,0.979,45.721,0.623,46.667,0.334,0.319,,0.39
fnta,Gold,1.0,NEF,,21.62,24.568,21.618,592,52092,521,128,0.966,28.334,0.604,24.568,0.222,0.222,,0.32
fpps,Gold,1.0,NEF,,91.76,87.778,92.27,85,8935,90,79,0.999,747.754,0.964,92.941,0.902,0.902,,0.97
gcr,Gold,1.0,NEF,,6.98,11.765,6.958,258,15258,153,18,0.886,7.752,0.53,11.765,0.079,0.076,,0.13
glcm,Gold,1.0,NEF,,27.78,38.462,27.45,54,3854,39,15,0.978,43.981,0.636,38.462,0.319,0.315,,0.4
gria2,Gold,1.0,NEF,,14.56,19.008,14.44,158,12003,121,23,0.946,17.595,0.569,19.008,0.157,0.155,,0.23
grik1,Gold,1.0,NEF,,29.7,44.776,29.486,101,6651,67,30,0.981,52.582,0.646,44.776,0.357,0.349,,0.47
hdac2,Gold,1.0,NEF,,16.76,29.524,16.733,185,10485,105,31,0.959,23.324,0.58,29.524,0.212,0.204,,0.32
hdac8,Gold,1.0,NEF,,10.0,15.888,9.925,170,10620,107,17,0.921,11.611,0.546,15.888,0.115,0.112,,0.21
hivint,Gold,1.0,NEF,,9.0,13.235,8.934,100,6750,68,9,0.91,10.144,0.541,13.235,0.098,0.096,,0.17
hivpr,Gold,1.0,NEF,,17.91,26.446,17.904,536,36286,363,96,0.96,23.981,0.586,26.446,0.208,0.204,,0.28
hivrt,Gold,1.0,NEF,,12.72,22.28,12.675,338,19229,193,43,0.941,16.022,0.56,22.28,0.157,0.151,,0.23
hmdh,Gold,1.0,NEF,,24.12,45.556,23.903,170,8920,90,41,0.977,43.067,0.618,45.556,0.322,0.306,,0.42
hs90a,Gold,1.0,NEF,,13.64,24.0,13.467,88,4938,50,12,0.946,17.404,0.564,24.0,0.17,0.163,,0.26
hxk4,Gold,1.0,NEF,,14.13,27.083,14.107,92,4792,48,13,0.95,18.975,0.567,27.083,0.184,0.175,,0.31
igf1r,Gold,1.0,NEF,,28.38,44.211,28.223,148,9448,95,42,0.98,49.796,0.639,44.211,0.346,0.338,,0.46
inha,Gold,1.0,NEF,,25.58,45.833,24.974,43,2343,24,11,0.978,45.259,0.625,45.833,0.333,0.319,,0.55
ital,Gold,1.0,NEF,,6.52,10.345,6.475,138,8638,87,9,0.877,7.107,0.528,10.345,0.07,0.068,,0.12
jak2,Gold,1.0,NEF,,28.97,46.269,28.57,107,6607,67,31,0.981,52.31,0.642,46.269,0.358,0.348,,0.49
kif11,Gold,1.0,NEF,,33.62,55.714,33.457,116,6966,70,39,0.987,74.291,0.666,55.714,0.426,0.412,,0.54
kit,Gold,1.0,NEF,,14.46,22.43,14.344,166,10616,107,24,0.948,18.203,0.568,22.43,0.17,0.166,,0.25
kith,Gold,1.0,NEF,,15.79,30.0,15.3,57,2907,30,9,0.955,21.429,0.575,30.0,0.207,0.196,,0.3
kpcb,Gold,1.0,NEF,,28.89,43.82,28.678,135,8835,89,39,0.98,50.267,0.642,43.82,0.348,0.34,,0.5
lck,Gold,1.0,NEF,,15.48,23.297,15.432,420,27820,279,65,0.952,19.815,0.573,23.297,0.18,0.176,,0.26
lkha4,Gold,1.0,NEF,,13.45,23.711,13.341,171,9621,97,23,0.945,17.176,0.563,23.711,0.168,0.161,,0.28
mapk2,Gold,1.0,NEF,,21.78,34.921,21.613,101,6251,63,22,0.97,32.673,0.606,34.921,0.267,0.259,,0.43
mcr,Gold,1.0,NEF,,2.13,3.774,2.105,94,5244,53,2,0.682,2.149,0.506,3.774,0.015,0.014,,0.05
met,Gold,1.0,NEF,,39.76,57.391,39.469,166,11416,115,66,0.989,91.284,0.697,57.391,0.471,0.463,,0.61
mk01,Gold,1.0,NEF,,20.25,34.043,19.947,79,4629,47,16,0.967,29.726,0.598,34.043,0.253,0.244,,0.44
mk10,Gold,1.0,NEF,,23.08,35.294,22.751,104,6704,68,24,0.972,34.615,0.612,35.294,0.276,0.27,,0.41
mk14,Gold,1.0,NEF,,14.19,22.466,14.159,578,36428,365,82,0.947,17.972,0.567,22.466,0.168,0.164,,0.26
mmp13,Gold,1.0,NEF,,25.7,38.889,25.68,572,37772,378,147,0.976,41.386,0.625,38.889,0.308,0.301,,0.4
mp2k1,Gold,1.0,NEF,,23.14,33.735,23.06,121,8271,83,28,0.972,34.29,0.612,33.735,0.271,0.266,,0.37
nos1,Gold,1.0,NEF,,20.0,24.39,19.878,100,8150,82,20,0.963,25.968,0.596,24.39,0.212,0.211,,0.3
nram,Gold,1.0,NEF,,19.39,30.159,19.382,98,6298,63,19,0.965,27.319,0.593,30.159,0.232,0.227,,0.39
pa2ga,Gold,1.0,NEF,,20.2,37.736,20.008,99,5249,53,20,0.969,31.527,0.598,37.736,0.266,0.253,,0.34
parp1,Gold,1.0,NEF,,14.17,23.529,14.154,508,30558,306,72,0.948,18.201,0.567,23.529,0.172,0.166,,0.24
pde5a,Gold,1.0,NEF,,10.55,15.0,10.533,398,27948,280,42,0.924,12.215,0.548,15.0,0.115,0.113,,0.18
pgh1,Gold,1.0,NEF,,14.36,25.455,14.352,195,10995,110,28,0.95,18.912,0.568,25.455,0.18,0.173,,0.25
pgh2,Gold,1.0,NEF,,18.62,34.322,18.609,435,23585,236,81,0.965,27.811,0.59,34.322,0.243,0.231,,0.33
plk1,Gold,1.0,NEF,,30.84,47.143,30.431,107,6907,70,33,0.983,56.681,0.651,47.143,0.374,0.365,,0.49
pnph,Gold,1.0,NEF,,25.24,36.62,25.076,103,7053,71,26,0.975,38.986,0.623,36.62,0.296,0.29,,0.47
ppara,Gold,1.0,NEF,,17.43,32.828,17.402,373,19772,198,65,0.962,25.417,0.584,32.828,0.229,0.217,,0.34
ppard,Gold,1.0,NEF,,12.08,23.2,12.074,240,12490,125,29,0.939,15.419,0.556,23.2,0.156,0.148,,0.24
pparg,Gold,1.0,NEF,,17.36,32.558,17.345,484,25784,258,84,0.962,25.235,0.583,32.558,0.227,0.216,,0.34
prgr,Gold,1.0,NEF,,2.39,4.375,2.381,293,15943,160,7,0.71,2.444,0.507,4.375,0.019,0.018,,0.07
ptn1,Gold,1.0,NEF,,41.54,72.973,41.426,130,7380,74,54,0.993,150.577,0.706,72.973,0.545,0.523,,0.66
pur2,Gold,1.0,NEF,,56.0,103.571,56.964,50,2750,28,29,1.001,inf,0.79,100.0,0.772,0.74,,0.95
pygm,Gold,1.0,NEF,,6.49,12.195,6.378,77,4027,41,5,0.877,7.125,0.528,12.195,0.076,0.072,,0.19
pyrd,Gold,1.0,NEF,,31.53,53.03,31.345,111,6561,66,35,0.985,65.606,0.655,53.03,0.401,0.388,,0.52
reni,Gold,1.0,NEF,,24.04,35.211,23.91,104,7062,71,25,0.973,36.361,0.617,35.211,0.282,0.277,,0.44
rock1,Gold,1.0,NEF,,12.0,18.75,12.0,100,6400,64,12,0.936,14.538,0.556,18.75,0.139,0.136,,0.24
rxra,Gold,1.0,NEF,,30.53,56.338,30.453,131,7081,71,40,0.986,68.456,0.65,56.338,0.407,0.388,,0.52
sahh,Gold,1.0,NEF,,42.86,77.778,43.37,63,3513,36,28,0.995,191.667,0.721,77.778,0.583,0.56,,0.69
src,Gold,1.0,NEF,,14.31,21.368,14.282,524,35024,351,75,0.947,17.891,0.568,21.368,0.165,0.161,,0.24
tgfr1,Gold,1.0,NEF,,38.35,58.621,38.051,133,8633,87,51,0.989,90.539,0.69,58.621,0.468,0.457,,0.6
thb,Gold,1.0,NEF,,31.07,42.105,30.876,103,7553,76,32,0.981,52.604,0.652,42.105,0.354,0.35,,0.46
thrb,Gold,1.0,NEF,,32.75,54.909,32.713,461,27465,275,151,0.986,71.332,0.661,54.909,0.417,0.403,,0.53
try1,Gold,1.0,NEF,,42.76,72.83,42.869,449,26429,265,193,0.994,155.102,0.714,72.83,0.554,0.535,,0.67
tryb1,Gold,1.0,NEF,,33.78,64.103,33.775,148,7798,78,50,0.989,92.302,0.667,64.103,0.458,0.435,,0.6
tysy,Gold,1.0,NEF,,45.87,72.464,45.599,109,6859,69,50,0.994,162.965,0.728,72.464,0.571,0.556,,0.7
urok,Gold,1.0,NEF,,43.21,70.297,43.445,162,10012,101,71,0.993,143.899,0.718,70.297,0.55,0.534,,0.66
vgfr2,Gold,1.0,NEF,,20.54,33.071,20.505,409,25359,254,84,0.968,30.142,0.599,33.071,0.251,0.244,,0.35
wee1,Gold,1.0,NEF,,61.76,100.0,61.294,102,6252,63,63,1.0,inf,0.809,100.0,0.783,0.761,,0.89
xiap,Gold,1.0,NEF,,26.0,49.057,25.755,100,5250,53,26,0.98,49.593,0.627,49.057,0.348,0.331,,0.5
aa2ar,Glide,1.0,NEF,,5.21,7.788,5.176,482,32032,321,25,0.847,5.528,0.521,7.788,0.052,0.051,,0.13
abl1,Glide,1.0,NEF,,17.42,29.091,17.474,182,10932,110,32,0.96,24.232,0.584,29.091,0.216,0.209,,0.33
ace,Glide,1.0,NEF,,5.42,8.721,5.314,282,17182,172,15,0.851,5.726,0.522,8.721,0.056,0.054,,0.09
aces,Glide,1.0,NEF,,8.13,13.806,8.138,453,26703,268,37,0.903,9.282,0.536,13.806,0.094,0.091,,0.16
ada,Glide,1.0,NEF,,5.38,8.929,5.322,93,5543,56,5,0.852,5.745,0.522,8.929,0.057,0.055,,0.15
ada17,Glide,1.0,NEF,,28.91,42.192,28.893,532,36432,365,154,0.98,49.252,0.642,42.192,0.342,0.335,,0.43
adrb1,Glide,1.0,NEF,,18.7,28.571,18.62,247,16097,161,46,0.963,25.668,0.589,28.571,0.221,0.216,,0.32
adrb2,Glide,1.0,NEF,,27.71,41.83,27.581,231,15231,153,64,0.979,46.695,0.636,41.83,0.332,0.325,,0.47
akt1,Glide,1.0,NEF,,10.92,19.048,10.884,293,16743,168,32,0.93,13.21,0.55,19.048,0.133,0.128,,0.21
akt2,Glide,1.0,NEF,,24.35,40.845,24.497,117,7017,71,29,0.976,40.72,0.621,40.845,0.309,0.3,,0.42
aldr,Glide,1.0,NEF,,27.67,47.826,27.55,159,9159,92,44,0.981,51.887,0.636,47.826,0.355,0.342,,0.43
ampc,Glide,1.0,NEF,,2.08,3.448,2.082,48,2898,29,1,0.68,2.121,0.506,3.448,0.014,0.014,,0.09
andr,Glide,1.0,NEF,,25.7,47.619,25.879,269,14619,147,70,0.98,48.496,0.627,47.619,0.343,0.328,,0.42
aofb,Glide,1.0,NEF,,6.67,11.268,6.485,122,7022,71,8,0.878,7.182,0.528,11.268,0.074,0.071,,0.14
bace1,Glide,1.0,NEF,,14.13,21.739,14.121,283,18383,184,40,0.947,17.766,0.567,21.739,0.165,0.161,,0.26
braf,Glide,1.0,NEF,,29.8,45.098,29.972,152,10102,102,46,0.982,53.771,0.649,45.098,0.362,0.354,,0.5
cah2,Glide,1.0,NEF,,3.89,5.994,3.857,492,31664,317,19,0.802,4.04,0.515,5.994,0.036,0.035,,0.08
casp3,Glide,1.0,NEF,,27.78,50.459,27.636,199,10899,109,55,0.982,54.765,0.636,50.459,0.365,0.349,,0.46
cdk2,Glide,1.0,NEF,,29.87,50.0,29.878,474,28324,284,142,0.983,58.755,0.647,50.0,0.379,0.367,,0.5
comt,Glide,1.0,NEF,,83.78,87.179,82.735,41,3891,39,34,0.998,638.537,0.914,87.179,0.849,0.848,,0.95
cp2c9,Glide,1.0,NEF,,0.88,1.316,0.83,120,7570,76,1,0.453,0.828,0.499,1.316,-0.002,-0.002,,0.04
cp3a4,Glide,1.0,NEF,,11.8,16.667,11.735,170,11970,120,20,0.933,13.882,0.555,16.667,0.13,0.128,,0.17
csf1r,Glide,1.0,NEF,,18.4,25.0,18.548,166,12316,124,31,0.961,24.398,0.59,25.0,0.207,0.205,,0.31
cxcr4,Glide,1.0,NEF,,0.0,0.0,0.0,40,3446,35,0,0.0,0.0,0.495,0.0,-0.011,-0.011,,0.01
def,Glide,1.0,NEF,,5.13,8.475,4.821,102,5802,59,5,0.838,5.174,0.52,8.475,0.052,0.05,,0.14
dhi1,Glide,1.0,NEF,,7.03,11.675,6.963,330,19680,197,23,0.886,7.751,0.53,11.675,0.078,0.076,,0.13
dpp4,Glide,1.0,NEF,,11.84,15.181,11.815,533,41483,415,63,0.932,13.751,0.555,15.181,0.124,0.123,,0.22
drd3,Glide,1.0,NEF,,1.69,2.312,1.663,480,34530,346,8,0.627,1.679,0.503,2.312,0.008,0.008,,0.04
dyr,Glide,1.0,NEF,,30.87,41.143,31.046,231,17431,175,72,0.981,52.049,0.653,41.143,0.351,0.347,,0.47
egfr,Glide,1.0,NEF,,24.95,37.921,24.902,542,35592,356,135,0.975,39.503,0.621,37.921,0.299,0.292,,0.41
esr1,Glide,1.0,NEF,,48.78,88.626,48.751,383,21068,211,187,0.998,420.811,0.744,88.626,0.654,0.625,,0.81
esr2,Glide,1.0,NEF,,44.26,79.126,44.341,367,20566,206,163,0.995,208.633,0.721,79.126,0.588,0.563,,0.75
fa10,Glide,1.0,NEF,,13.74,25.606,13.762,537,28862,289,74,0.948,18.155,0.565,25.606,0.177,0.168,,0.31
fa7,Glide,1.0,NEF,,44.04,78.125,43.613,114,6364,64,50,0.995,195.802,0.718,78.125,0.58,0.556,,0.71
fabp4,Glide,1.0,NEF,,25.58,42.857,25.505,47,2797,28,12,0.978,43.883,0.625,42.857,0.322,0.311,,0.48
fak1,Glide,1.0,NEF,,20.0,36.364,19.818,100,5450,55,20,0.968,30.571,0.597,36.364,0.26,0.248,,0.33
fgfr1,Glide,1.0,NEF,,0.0,0.0,0.0,139,8839,89,0,0.0,0.0,0.495,0.0,-0.013,-0.012,,0.04
fkb1a,Glide,1.0,NEF,,41.82,78.333,41.714,111,5911,60,47,0.995,188.912,0.711,78.333,0.57,0.544,,0.71
fnta,Glide,1.0,NEF,,6.85,7.869,6.925,592,52092,521,41,0.881,7.431,0.53,7.869,0.064,0.064,,0.12
fpps,Glide,1.0,NEF,,1.23,1.111,1.168,85,8935,90,1,0.539,1.17,0.501,1.176,0.002,0.002,,0.01
gcr,Glide,1.0,NEF,,16.56,28.105,16.621,258,15258,153,43,0.958,22.727,0.58,28.105,0.206,0.199,,0.25
glcm,Glide,1.0,NEF,,11.11,15.385,10.98,54,3854,39,6,0.928,12.795,0.551,15.385,0.12,0.119,,0.18
gria2,Glide,1.0,NEF,,33.33,43.802,33.275,158,12003,121,53,0.983,58.431,0.665,43.802,0.376,0.373,,0.48
grik1,Glide,1.0,NEF,,20.0,29.851,19.657,101,6651,67,20,0.965,27.596,0.595,29.851,0.234,0.229,,0.33
